streetNumber,streetName,streetType,suburb,postcode,state,geoLocation,Lat,,Lng,propertyType,bedrooms,bathrooms,carspaces,result,agent,id,agencyId,agencyName,agencyProfilePageUrl,propertyDetailsUrl,price,unitNumber,second_ID,canonicalUrl,areaSize,photos,LGA,lga_desc,lga_ID,"Post
Code",Municipality,MunicipalityCode,RegionName,"Region
Code","Property
Count"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3444,Mount Alexander Shire Council,56703,Northern Victoria,4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658,Mitchell Shire Council,52802,Northern Victoria,4,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3395,Buloke Shire Council,57102,Northern Victoria,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3395,Buloke Shire Council,57103,Northern Victoria,4,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3895,East Gippsland Shire Council,53601,Eastern Victoria,2,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3579,Gannawarra Shire Council,57201,Northern Victoria,4,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3799,Yarra Ranges Shire Council,56206,Northern Victoria,4,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3095,Nillumbik Shire Council,55805,Eastern Metropolitan,1,602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3095,Nillumbik Shire Council,55806,Eastern Metropolitan,1,348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073,Darebin City Council,50802,Northern Metropolitan,3,7858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073,Darebin City Council,50803,Northern Metropolitan,3,3431
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073,Darebin City Council,50804,Northern Metropolitan,3,5996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073,Darebin City Council,50804,Northern Metropolitan,3,1775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073,Darebin City Council,50809,Northern Metropolitan,3,3733
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3517,Loddon Shire Council,56503,Western Victoria,8,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3923,Bass Coast Shire Council,53402,Eastern Victoria,2,499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3377,Ararat Rural City Council,51401,Western Victoria,8,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3385,Northern Grampians Shire Council,57401,Western Victoria,8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3480,Buloke Shire Council,57103,Western Victoria,8,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3480,Northern Grampians Shire Council,57401,Western Victoria,8,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3480,Northern Grampians Shire Council,57401,Western Victoria,8,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3121,Yarra City Council,51301,Northern Metropolitan,3,1109
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3121,Yarra City Council,51302,Northern Metropolitan,3,15248
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518,Buloke Shire Council,57101,Western Victoria,8,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518,Loddon Shire Council,56505,Western Victoria,8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3431,Macedon Ranges Shire Council,56601,Northern Victoria,4,1429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3431,Macedon Ranges Shire Council,56602,Northern Victoria,4,149
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666,Strathbogie Shire Council,53101,Northern Victoria,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666,Strathbogie Shire Council,53105,Northern Victoria,4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134,Maroondah City Council,55303,Eastern Metropolitan,1,355
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134,Maroondah City Council,55303,Eastern Metropolitan,1,2665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134,Maroondah City Council,55304,Eastern Metropolitan,1,1236
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134,Maroondah City Council,55304,Eastern Metropolitan,1,533
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134,Maroondah City Council,55307,Eastern Metropolitan,1,858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134,Maroondah City Council,55308,Eastern Metropolitan,1,2828
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3135,Maroondah City Council,55304,Eastern Metropolitan,1,1316
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3135,Maroondah City Council,55305,Eastern Metropolitan,1,230
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3135,Maroondah City Council,55307,Eastern Metropolitan,1,2977
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134,Manningham City Council,55109,Eastern Metropolitan,1,123
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134,Maroondah City Council,55304,Eastern Metropolitan,1,793
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134,Maroondah City Council,55308,Eastern Metropolitan,1,228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134,Maroondah City Council,55308,Eastern Metropolitan,1,2519
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3818,Baw Baw Shire Council,53503,Eastern Victoria,2,107
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3215,Greater Geelong City Council,50602,Western Victoria,8,446
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3185,Port Phillip City Council,51101,Southern Metropolitan,6,842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3401,Horsham Rural City Council,56801,Western Victoria,8,108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3860,Wellington Shire Council,53903,Eastern Victoria,2,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3971,Wellington Shire Council,53902,Eastern Victoria,2,51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549,Swan Hill Rural City Council,57001,Northern Victoria,4,1259
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3561,Campaspe Shire Council,52303,Northern Victoria,4,1536
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442,Macedon Ranges Shire Council,56601,Northern Victoria,4,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3335,Melton City Council,55401,Western Metropolitan,7,428
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3401,Southern Grampians Shire Council,52001,Western Victoria,8,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3364,Hepburn Shire Council,56404,Western Victoria,8,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3377,Ararat Rural City Council,51401,Western Victoria,8,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3821,Baw Baw Shire Council,53502,Eastern Victoria,2,88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3330,Golden Plains Shire Council,50501,Western Victoria,8,104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351,Golden Plains Shire Council,50501,Western Victoria,8,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3434,Macedon Ranges Shire Council,56601,Northern Victoria,4,2122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,Banyule City Council,54006,Eastern Metropolitan,1,977
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,Banyule City Council,54007,Eastern Metropolitan,1,2648
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3678,Wangaratta Rural City Council,52703,Northern Victoria,4,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3395,Yarriambiack Shire Council,57602,Northern Victoria,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3285,Moyne Shire Council,51801,Western Victoria,8,56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3939,Mornington Peninsula Shire Council,55705,Eastern Victoria,2,8129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3847,Wellington Shire Council,53903,Eastern Victoria,2,798
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3847,Wellington Shire Council,53903,Eastern Victoria,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3385,Northern Grampians Shire Council,57403,Western Victoria,8,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3737,Alpine Shire Council,52201,Northern Victoria,4,61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3564,Campaspe Shire Council,52305,Northern Victoria,4,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351,Golden Plains Shire Council,50501,Western Victoria,8,436
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3377,Ararat Rural City Council,51401,Western Victoria,8,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3477,Northern Grampians Shire Council,57402,Western Victoria,8,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340,Moorabool Shire Council,50401,Western Victoria,8,72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3178,Knox City Council,55006,South-Eastern Metropolitan,5,2707
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3178,Knox City Council,55008,South-Eastern Metropolitan,5,5416
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3178,Knox City Council,55009,South-Eastern Metropolitan,5,3883
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064,Hume City Council,54801,Northern Metropolitan,3,2463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064,Hume City Council,54801,Northern Metropolitan,3,4013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3712,Murrindindi Shire Council,53003,Northern Victoria,4,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953,South Gippsland Shire Council,53802,Eastern Victoria,2,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953,South Gippsland Shire Council,53803,Eastern Victoria,2,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666,Murrindindi Shire Council,53006,Northern Victoria,4,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666,Strathbogie Shire Council,53104,Northern Victoria,4,76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3691,Alpine Shire Council,52201,Northern Victoria,4,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3558,Campaspe Shire Council,52303,Northern Victoria,4,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3388,Northern Grampians Shire Council,57401,Western Victoria,8,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3388,Yarriambiack Shire Council,57601,Western Victoria,8,295
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3612,Campaspe Shire Council,52304,Northern Victoria,4,782
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331,Golden Plains Shire Council,50501,Western Victoria,8,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3685,Indigo Shire Council,52601,Northern Victoria,4,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3992,Bass Coast Shire Council,53403,Eastern Victoria,2,145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941,Mornington Peninsula Shire Council,55703,Eastern Victoria,2,6777
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941,Mornington Peninsula Shire Council,55704,Eastern Victoria,2,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3810,Cardinia Shire Council,54309,Eastern Victoria,2,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3936,Mornington Peninsula Shire Council,55705,Eastern Victoria,2,3327
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3461,Hepburn Shire Council,56401,Northern Victoria,4,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3556,Greater Bendigo City Council,50202,Northern Victoria,4,344
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3461,Hepburn Shire Council,56401,Northern Victoria,4,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3850,Wellington Shire Council,53901,Eastern Victoria,2,6905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3517,Loddon Shire Council,56502,Western Victoria,8,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3673,Benalla Rural City Council,57901,Northern Victoria,4,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3925,Bass Coast Shire Council,53403,Eastern Victoria,2,941
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3312,Glenelg Shire Council,51701,Western Victoria,8,81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3579,Gannawarra Shire Council,57201,Northern Victoria,4,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3977,Frankston City Council,54501,South-Eastern Metropolitan,5,1794
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3462,Mount Alexander Shire Council,56704,Northern Victoria,4,48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3191,Bayside City Council,54103,Southern Metropolitan,6,3554
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3191,Bayside City Council,54106,Southern Metropolitan,6,1205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3191,Bayside City Council,54107,Southern Metropolitan,6,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3695,Indigo Shire Council,52601,Northern Victoria,4,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3959,South Gippsland Shire Council,53801,Eastern Victoria,2,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875,East Gippsland Shire Council,53601,Eastern Victoria,2,277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3787,Knox City Council,55002,Eastern Victoria,2,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3787,Yarra Ranges Shire Council,56208,Eastern Victoria,2,434
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3723,Mansfield Shire Council,58001,Northern Victoria,4,85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351,Golden Plains Shire Council,50501,Western Victoria,8,318
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3179,Knox City Council,55007,Eastern Metropolitan,1,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3179,Knox City Council,55007,South-Eastern Metropolitan,5,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3179,Knox City Council,55009,South-Eastern Metropolitan,5,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3352,Ballarat City Council,50303,Western Victoria,8,38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3352,Ballarat City Council,50303,Western Victoria,8,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3352,Moorabool Shire Council,50403,Western Victoria,8,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3267,Corangamite Shire Council,51602,Western Victoria,8,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3267,Corangamite Shire Council,51604,Western Victoria,8,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3267,Corangamite Shire Council,51605,Western Victoria,8,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3533,Buloke Shire Council,57102,Northern Victoria,4,377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3028,Hobsons Bay City Council,50903,Western Metropolitan,7,1806
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3851,Wellington Shire Council,53902,Eastern Victoria,2,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3198,Frankston City Council,54502,South-Eastern Metropolitan,5,7666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3198,Frankston City Council,54502,South-Eastern Metropolitan,5,621
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3018,Hobsons Bay City Council,50901,Western Metropolitan,7,890
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3851,Wellington Shire Council,53902,Eastern Victoria,2,258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3858,Wellington Shire Council,53903,Eastern Victoria,2,75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3821,Baw Baw Shire Council,53502,Eastern Victoria,2,58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3556,Greater Bendigo City Council,50203,Northern Victoria,4,95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3556,Loddon Shire Council,56502,Northern Victoria,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3356,Ballarat City Council,50303,Western Victoria,8,5135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3011,Maribyrnong City Council,55203,Western Metropolitan,7,2486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3551,Greater Bendigo City Council,50202,Northern Victoria,4,237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3159,Yarra Ranges Shire Council,56204,Eastern Victoria,2,613
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3234,Colac Otway Shire Council,51501,Western Victoria,8,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3517,Loddon Shire Council,56502,Northern Victoria,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3517,Loddon Shire Council,56504,Northern Victoria,4,104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3420,West Wimmera Shire Council,57501,Western Victoria,8,77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3139,Yarra Ranges Shire Council,56202,Eastern Victoria,2,859
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3139,Yarra Ranges Shire Council,56202,Eastern Victoria,2,48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3139,Yarra Ranges Shire Council,56207,Eastern Victoria,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3139,Yarra Ranges Shire Council,56202,Eastern Victoria,2,292
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3139,Yarra Ranges Shire Council,56207,Eastern Victoria,2,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660,Mitchell Shire Council,52802,Northern Victoria,4,3172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3821,Baw Baw Shire Council,53502,Eastern Victoria,2,71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3898,East Gippsland Shire Council,53601,Eastern Victoria,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3377,Northern Grampians Shire Council,57401,Western Victoria,8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3377,Pyrenees Shire Council,51903,Western Victoria,8,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331,Golden Plains Shire Council,50501,Western Victoria,8,52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666,Strathbogie Shire Council,53101,Northern Victoria,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666,Strathbogie Shire Council,53104,Northern Victoria,4,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3392,Yarriambiack Shire Council,57601,Western Victoria,8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3392,Yarriambiack Shire Council,57603,Western Victoria,8,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515,Greater Bendigo City Council,50202,Northern Victoria,4,141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515,Loddon Shire Council,56503,Northern Victoria,4,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515,Mount Alexander Shire Council,56705,Northern Victoria,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3329,Golden Plains Shire Council,50501,Western Victoria,8,109
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3701,Towong Shire Council,53201,Northern Victoria,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3461,Hepburn Shire Council,56401,Northern Victoria,4,45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3630,Greater Shepparton City Council,52501,Northern Victoria,4,14255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631,Greater Shepparton City Council,52501,Northern Victoria,4,454
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631,Greater Shepparton City Council,52501,Northern Victoria,4,514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3789,Yarra Ranges Shire Council,56204,Eastern Victoria,2,123
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3789,Yarra Ranges Shire Council,56208,Eastern Victoria,2,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3916,Mornington Peninsula Shire Council,55704,Eastern Victoria,2,457
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3444,Macedon Ranges Shire Council,56601,Northern Victoria,4,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3795,Yarra Ranges Shire Council,56202,Eastern Victoria,2,86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3795,Yarra Ranges Shire Council,56202,Eastern Victoria,2,385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3922,Bass Coast Shire Council,53402,Eastern Victoria,2,254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3266,Colac Otway Shire Council,51501,Western Victoria,8,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3266,Corangamite Shire Council,51602,Western Victoria,8,231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3266,Corangamite Shire Council,51604,Western Victoria,8,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3888,East Gippsland Shire Council,53601,Eastern Victoria,2,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3465,Central Goldfields Shire Council,56301,Western Victoria,8,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3233,Colac Otway Shire Council,51501,Western Victoria,8,189
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3233,Colac Otway Shire Council,51501,Western Victoria,8,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3260,Corangamite Shire Council,51601,Western Victoria,8,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518,Loddon Shire Council,56505,Western Victoria,8,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361,Corangamite Shire Council,51603,Western Victoria,8,276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361,Pyrenees Shire Council,51905,Western Victoria,8,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3977,Frankston City Council,54501,South-Eastern Metropolitan,5,2840
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3477,Northern Grampians Shire Council,57402,Western Victoria,8,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3364,Hepburn Shire Council,56402,Western Victoria,8,98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3364,Hepburn Shire Council,56404,Western Victoria,8,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3922,Bass Coast Shire Council,53402,Eastern Victoria,2,294
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3760,Nillumbik Shire Council,55802,Northern Victoria,4,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3760,Nillumbik Shire Council,55805,Northern Victoria,4,142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3364,Hepburn Shire Council,56404,Western Victoria,8,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3741,Alpine Shire Council,52201,Northern Victoria,4,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351,Ballarat City Council,50302,Western Victoria,8,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351,Ballarat City Council,50303,Western Victoria,8,83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351,Golden Plains Shire Council,50501,Western Victoria,8,417
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351,Golden Plains Shire Council,50501,Western Victoria,8,422
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351,Pyrenees Shire Council,51905,Western Victoria,8,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351,Pyrenees Shire Council,51905,Western Victoria,8,363
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350,Ballarat City Council,50301,Western Victoria,8,1475
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3927,Mornington Peninsula Shire Council,55704,Eastern Victoria,2,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3062,Hume City Council,54803,Northern Metropolitan,3,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3062,Hume City Council,54803,Northern Metropolitan,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3912,Mornington Peninsula Shire Council,55706,Eastern Victoria,2,4670
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3943,Mornington Peninsula Shire Council,55703,Eastern Victoria,2,2028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3995,Bass Coast Shire Council,53401,Eastern Victoria,2,227
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220,Greater Geelong City Council,50602,Western Victoria,8,543
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3015,Hobsons Bay City Council,50902,Western Metropolitan,7,1049
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3205,Port Phillip City Council,51102,Southern Metropolitan,6,6598
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3205,Port Phillip City Council,51103,Southern Metropolitan,6,119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752,Whittlesea City Council,56001,Northern Metropolitan,3,2571
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752,Whittlesea City Council,56002,Northern Metropolitan,3,5804
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3260,Corangamite Shire Council,51604,Western Victoria,8,54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3006,Melbourne City Council,50001,Southern Metropolitan,6,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3141,Melbourne City Council,50001,Southern Metropolitan,6,2859
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3141,Stonnington City Council,51202,Southern Metropolitan,6,13412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3006,Melbourne City Council,50001,Southern Metropolitan,6,10501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3006,Port Phillip City Council,51102,Southern Metropolitan,6,105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3283,Moyne Shire Council,51801,Western Victoria,8,51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3461,Moorabool Shire Council,50404,Western Victoria,8,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3488,Yarriambiack Shire Council,57602,Northern Victoria,4,45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3585,Swan Hill Rural City Council,57001,Northern Victoria,4,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3015,Hobsons Bay City Council,50902,Western Metropolitan,7,1276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550,Greater Bendigo City Council,50202,Northern Victoria,4,1465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3444,Hepburn Shire Council,56403,Northern Victoria,4,51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3444,Macedon Ranges Shire Council,56603,Northern Victoria,4,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3352,Moorabool Shire Council,50403,Western Victoria,8,38
