Suburb,Postcode,Lat,Lng,Domain_id,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,auctionNumberWithdrawn,daysOnMarket,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
Merbein South,3505,-34.189156,141.8100218,26167,,1.0,671000.0,671000.0,,2.0,455000.0,370000.0,,,,,,1.0,420.0,420.0
Merbein West,3505,-34.189156,141.8100218,26177,,2.0,980000.0,378000.0,,2.0,930000.0,360000.0,,,,,,,,
Meredith,3333,-37.8585983,144.0194472,26187,,1.0,495000.0,495000.0,,2.0,599000.0,480000.0,,,,,,1.0,470.0,470.0
Merino,3310,-37.7322539,141.5781151,26217,,,,,,2.0,350000.0,260000.0,,,,,,,,
Mernda,3754,-37.5963626,145.1265477,26237,700000.0,107.0,1240000.0,365000.0,637000.0,218.0,3875000.0,360000.0,50.0,30.0,,43.0,410.0,179.0,850.0,330.0
Merriang,3737,-36.8466834,146.6962857,26247,,,,,,1.0,1395000.0,1395000.0,,,,,,3.0,2800.0,295.0
Merricks,3916,-38.4161358,145.0548502,26267,,1.0,1400000.0,1400000.0,,2.0,1900000.0,1300000.0,,,,,,,,
Merricks Beach,3926,-38.3541527,145.1044805,26297,,2.0,2630000.0,2580000.0,,2.0,2000000.0,2000000.0,2.0,2.0,,,,1.0,3802.0,3802.0
Merricks North,3926,-38.3541527,145.1044805,26317,,,,,,2.0,7350000.0,4750000.0,,,,,,,,
Merrigum,3618,-36.3624013,145.1706992,26337,,5.0,490000.0,255000.0,,6.0,1280000.0,175000.0,,,,,,,,
Merrijig,3875,-37.6874281,147.5532762,26367,,4.0,1393000.0,741000.0,,8.0,2500000.0,790000.0,1.0,1.0,,,,1.0,310.0,310.0
Merrimu,3340,-37.7356162,144.4123303,26387,,,,,,3.0,1675000.0,988000.0,,,,,,,,
Merton,3715,-36.9771194,145.7356129,26407,,1.0,970000.0,970000.0,,1.0,970000.0,970000.0,,,,,,,,
Metcalfe,3448,-37.0470063,144.3685809,26427,,3.0,1560000.0,665000.0,,5.0,1495000.0,650000.0,,,,,,1.0,380.0,380.0
Metung,3904,-37.8600459,147.8367484,26457,568000.0,18.0,1060000.0,155000.0,803000.0,38.0,1599000.0,155000.0,,,,48.0,,8.0,,350.0
Mickleham,3064,-37.5424079,144.9391595,26487,664000.0,130.0,4000000.0,360000.0,629000.0,528.0,4700000.0,208000.0,37.0,20.0,,59.0,410.0,125.0,890.0,340.0
Middle Park,3206,-37.8460268,144.9584302,26507,2285000.0,13.0,9800000.0,1111000.0,2890000.0,24.0,7800000.0,1550000.0,13.0,7.0,,,840.0,23.0,3600.0,500.0
Middle Tarwin,3956,-38.675332,145.8690603,26517,,,,,,1.0,2100000.0,2100000.0,,,,,,,,
Miepoll,3666,-36.7549385,145.5801757,26527,,,,,,1.0,1400000.0,1400000.0,,,,,,1.0,480.0,480.0
Mildura,3500,-34.2151229,142.1169401,26567,440000.0,215.0,1200000.0,130000.0,399000.0,318.0,2400000.0,139000.0,13.0,3.0,,34.0,360.0,236.0,950.0,190.0
Mill Park,3082,-37.6649616,145.0658766,26637,795000.0,84.0,1690000.0,490000.0,750000.0,115.0,1650000.0,150000.0,75.0,58.0,,24.0,390.0,131.0,630.0,160.0
Millgrove,3799,-37.6990844,145.8023118,26667,625000.0,13.0,800000.0,400000.0,580000.0,15.0,750000.0,470000.0,,,,8.0,,,,
Minyip,3392,-36.4286658,142.5745556,26857,,4.0,310000.0,99000.0,,5.0,449000.0,165000.0,,,,,,1.0,320.0,320.0
Miram,3415,-36.3811882,141.3784817,26887,,,,,,1.0,155000.0,155000.0,,,,,,,,
Mirboo North,3871,-38.4049813,146.1812023,26917,552000.0,14.0,885000.0,250000.0,620000.0,21.0,1575000.0,150000.0,,,,,,6.0,460.0,320.0
Mitcham,3132,-37.8219905,145.1983055,26977,1156000.0,54.0,2115000.0,510000.0,1100000.0,100.0,1800000.0,140000.0,41.0,24.0,,31.0,470.0,96.0,765.0,310.0
Mitchell Park,3355,-37.5089149,143.7911684,51697,,7.0,1500000.0,405000.0,,9.0,1480000.0,375000.0,,,,,,2.0,400.0,385.0
Mitchellstown,3608,-36.7719697,145.1155133,27017,,1.0,1540000.0,1540000.0,,,,,,,,,,,,
Mitiamo,3573,-36.1663341,144.3904526,27037,,,,,,1.0,200000.0,200000.0,,,,,,,,
Modewarre,3240,-38.2482932,144.1283863,27117,,3.0,2280000.0,1450000.0,,1.0,1100000.0,1100000.0,,,,,,,,
Moe,3825,-38.0474021,146.2929381,27127,356000.0,48.0,820000.0,226000.0,360000.0,82.0,865000.0,140000.0,,,,25.0,330.0,38.0,500.0,33.0
Moggs Creek,3231,-38.451657,144.0521131,27147,,1.0,2515000.0,2515000.0,,1.0,1900000.0,1900000.0,,,,,,,,
Mollongghip,3352,-37.7122033,143.8671868,27227,,1.0,767000.0,767000.0,,1.0,695000.0,695000.0,,,,,,,,
Monbulk,3793,-37.8689357,145.4360858,27267,885000.0,13.0,1770000.0,715000.0,800000.0,21.0,1580000.0,600000.0,,,,13.0,,3.0,850.0,500.0
Monegeetta,3433,-37.399104,144.7796581,27277,,,,,,2.0,1050000.0,870000.0,,,,,,1.0,600.0,600.0
Mont Albert,3127,-37.8259003,145.0989646,27307,2571000.0,19.0,4360000.0,765000.0,1950000.0,38.0,4100000.0,700000.0,18.0,11.0,,53.0,520.0,33.0,980.0,325.0
Mont Albert North,3129,-37.8052948,145.1210303,27337,1620000.0,31.0,3120000.0,1023000.0,1550000.0,58.0,3000000.0,720000.0,28.0,18.0,,60.0,570.0,37.0,1200.0,380.0
Montmorency,3094,-37.7196403,145.1237889,27387,1155000.0,34.0,2570000.0,585000.0,1000000.0,54.0,3150000.0,580000.0,17.0,13.0,,34.0,520.0,29.0,1000.0,420.0
Montrose,3765,-37.8083883,145.353065,27397,900000.0,27.0,1575000.0,698000.0,870000.0,44.0,7275000.0,620000.0,2.0,,,28.0,430.0,11.0,745.0,370.0
Moolap,3224,-38.1833957,144.4451578,144577,,2.0,1120000.0,842000.0,,6.0,2750000.0,661000.0,3.0,2.0,,,,2.0,650.0,335.0
Moonambel,3478,-37.0021242,143.2827118,27477,,1.0,450000.0,450000.0,,1.0,450000.0,450000.0,,,,,,,,
Moonee Ponds,3039,-37.7675363,144.9198932,27497,1597000.0,44.0,6525000.0,875000.0,1350000.0,85.0,8500000.0,230000.0,40.0,28.0,,46.0,533.0,146.0,1200.0,270.0
Moonlight Flat,3450,-37.0636472,144.2265602,27507,,1.0,1760000.0,1760000.0,,1.0,1650000.0,1650000.0,,,,,,,,
Moorabbin,3189,-37.9403568,145.0576067,27577,1450000.0,34.0,2100000.0,475000.0,1290000.0,45.0,2125000.0,449000.0,27.0,21.0,,31.0,550.0,41.0,830.0,295.0
Moorabool,3213,-37.9873525,144.2811537,104407,,,,,,1.0,578000.0,578000.0,,,,,,2.0,750.0,550.0
Mooroolbark,3138,-37.7822365,145.3309395,27707,860000.0,99.0,2020000.0,555000.0,795000.0,150.0,2100000.0,370000.0,17.0,9.0,,29.0,460.0,76.0,800.0,350.0
Mooroopna,3629,-36.2976747,145.2922335,27737,376000.0,44.0,650000.0,79000.0,440000.0,87.0,660000.0,30000.0,2.0,1.0,,52.0,335.0,22.0,450.0,200.0
Mordialloc,3195,-38.0005492,145.1044805,27817,1220000.0,34.0,1995000.0,430000.0,1150000.0,56.0,2150000.0,390000.0,23.0,13.0,,49.0,580.0,41.0,980.0,350.0
Morgiana,3301,-37.7255033,141.8945505,27857,,1.0,160000.0,160000.0,,,,,,,,,,,,
Moriac,3240,-38.2482932,144.1283863,27867,,5.0,1475000.0,680000.0,,4.0,1000000.0,900000.0,3.0,3.0,,,,1.0,550.0,550.0
Mornington,3931,-38.2277083,145.0603633,27897,1153000.0,126.0,4200000.0,500000.0,1150000.0,182.0,10500000.0,325000.0,15.0,12.0,,25.0,593.0,82.0,1800.0,360.0
Mortlake,3272,-38.002399,142.8312661,27947,375000.0,10.0,700000.0,230000.0,400000.0,16.0,645000.0,15000.0,1.0,,,,,6.0,400.0,340.0
Morwell,3840,-38.2671612,146.4495924,27977,330000.0,91.0,558000.0,80000.0,330000.0,159.0,845000.0,38000.0,3.0,2.0,,45.0,300.0,101.0,500.0,200.0
Mount Beauty,3699,-36.8124613,147.3270485,28017,560000.0,11.0,795000.0,435000.0,595000.0,19.0,830000.0,458000.0,,,,,,6.0,450.0,250.0
Mount Camel,3523,-36.8919051,144.7412036,28097,,1.0,570000.0,570000.0,,1.0,480000.0,480000.0,,,,,,,,
Mount Cottrell,3024,-37.8706337,144.5875645,28147,,1.0,617000.0,617000.0,,7.0,8500000.0,550000.0,,,,,,2.0,750.0,345.0
Mount Dandenong,3767,-37.8421584,145.3420015,28157,,6.0,1500000.0,860000.0,1048000.0,12.0,2200000.0,720000.0,,,,,,2.0,750.0,450.0
Mount Duneed,3217,-38.2617284,144.3248554,104417,750000.0,31.0,20000000.0,575000.0,666000.0,272.0,13500000.0,250000.0,,,,35.0,500.0,80.0,750.0,420.0
Mount Eliza,3930,-38.1952209,145.0879338,28217,1850000.0,86.0,6175000.0,175000.0,1900000.0,158.0,6200000.0,170000.0,7.0,6.0,,30.0,893.0,28.0,1450.0,360.0
Mount Macedon,3441,-37.3981393,144.5985292,28297,1677000.0,11.0,5100000.0,990000.0,1748000.0,26.0,8900000.0,965000.0,,,,126.0,,5.0,3500.0,500.0
Mount Martha,3934,-38.287039,145.016269,28317,1530000.0,107.0,5050000.0,180000.0,1795000.0,170.0,7750000.0,150000.0,8.0,7.0,,34.0,698.0,46.0,2920.0,460.0
Mount Pleasant,3350,-37.5691087,143.8563224,28357,600000.0,13.0,820000.0,310000.0,573000.0,22.0,780000.0,295000.0,1.0,,,35.0,360.0,19.0,,230.0
Mount Toolebewong,3777,-37.5848772,145.5136433,28437,,2.0,1400000.0,1220000.0,,2.0,1480000.0,1175000.0,,,,,,,,
Mount Waverley,3149,-37.8772869,145.1265477,28457,1500000.0,123.0,3968000.0,451000.0,1400000.0,235.0,4380000.0,800000.0,97.0,61.0,,57.0,560.0,229.0,1400.0,320.0
Mountain View,3988,-38.310594,145.7800733,28477,,,,,,1.0,,,,,,,,,,
Moyarra,3951,-38.5195374,145.7356129,28497,,,,,,1.0,650000.0,650000.0,,,,,,,,
Moyston,3377,-37.2971613,142.9170407,28527,,1.0,475000.0,475000.0,,2.0,980000.0,430000.0,,,,,,1.0,250.0,250.0
Muckleford,3451,-37.0991896,144.1938221,29087,,2.0,1100000.0,795000.0,,3.0,1820000.0,810000.0,,,,,,,,
Mulgrave,3170,-37.9267579,145.1762197,29167,971000.0,62.0,1650000.0,655000.0,900000.0,65.0,1200000.0,380000.0,29.0,26.0,,16.0,470.0,127.0,920.0,330.0
Mumbannar,3304,-37.9678788,141.3889736,29187,,1.0,310000.0,310000.0,,2.0,499000.0,299000.0,,,,,,,,
Murchison,3610,-36.5881288,145.2480193,29237,,2.0,560000.0,330000.0,,5.0,610000.0,400000.0,,,,,,2.0,320.0,300.0
Murchison North,3610,-36.5881288,145.2480193,29267,,1.0,265000.0,265000.0,,1.0,255000.0,255000.0,,,,,,,,
Murrawee,3586,-35.2818109,143.5094722,29377,,1.0,750000.0,750000.0,,,,,,,,,,,,
Murrayville,3512,-35.1673606,141.095836,29397,,3.0,190000.0,145000.0,,4.0,165000.0,100000.0,,,,,,,,
Murrindindi,3717,-37.3030137,145.402868,29417,,,,,,1.0,3250000.0,3250000.0,,,,,,,,
Murroon,3243,-38.4455968,143.8020236,29427,,,,,,1.0,1400000.0,1400000.0,,,,,,,,
Murrumbeena,3163,-37.8950779,145.0548502,29437,1695000.0,25.0,2250000.0,735000.0,1500000.0,45.0,4100000.0,320000.0,21.0,14.0,,37.0,555.0,58.0,1180.0,250.0
Murtoa,3390,-36.6209737,142.4891909,29467,,5.0,290000.0,135000.0,,7.0,549000.0,89000.0,,,,,,3.0,280.0,190.0
Musk,3461,-37.286475,144.1938221,29487,,1.0,1195000.0,1195000.0,,1.0,1195000.0,1195000.0,,,,,,,,
Myrniong,3341,-37.5934691,144.3248554,29597,,5.0,4185000.0,450000.0,,6.0,5100000.0,630000.0,,,,,,,,
Myrtleford,3737,-36.8466834,146.6962857,29657,606000.0,18.0,1275000.0,390000.0,620000.0,49.0,1750000.0,90000.0,,,,84.0,1260.0,20.0,6500.0,95.0
Nagambie,3608,-36.7719697,145.1155133,29707,686000.0,12.0,1250000.0,365000.0,582000.0,17.0,4900000.0,245000.0,1.0,1.0,,,,3.0,,250.0
Nambrok,3847,-38.2317005,146.8086278,29747,,,,,,1.0,575000.0,575000.0,,,,,,,,
Nandaly,3533,-35.3404178,142.7884171,29757,,1.0,73000.0,73000.0,,,,,,,,,,,,
Nar Nar Goon,3812,-38.0817495,145.5690835,29827,,3.0,4000000.0,610000.0,,4.0,16000000.0,757000.0,1.0,1.0,,,,3.0,800.0,330.0
Nar Nar Goon North,3812,-38.0817495,145.5690835,29837,,1.0,1050000.0,1050000.0,,9.0,5500000.0,523000.0,,,,,,,,
Narbethong,3778,-37.553614,145.6467583,29847,,,,,,4.0,2350000.0,565000.0,,,,,,,,
Naringal,3277,-38.4034955,142.6814062,29917,,1.0,810000.0,810000.0,,1.0,810000.0,810000.0,,,,,,,,
Naringal East,3277,-38.4034955,142.6814062,29927,,1.0,460000.0,460000.0,,,,,,,,,,,,
Narracan,3824,-38.2177192,146.1812023,29957,,,,,,1.0,1300000.0,1300000.0,,,,,,1.0,460.0,460.0
Narrawong,3285,-38.2498873,141.9822579,29987,,4.0,661000.0,260000.0,,2.0,660000.0,600000.0,,,,,,1.0,540.0,540.0
Narre Warren,3805,-38.0302499,145.3032906,30017,738000.0,100.0,970000.0,440000.0,695000.0,175.0,1700000.0,100000.0,9.0,4.0,,22.0,420.0,137.0,650.0,310.0
Narre Warren North,3804,-37.9788019,145.3309395,30047,1553000.0,22.0,4700000.0,800000.0,1890000.0,58.0,4550000.0,750000.0,7.0,3.0,,153.0,,6.0,1500.0,478.0
Narre Warren South,3805,-38.0302499,145.3032906,30077,827000.0,115.0,2700000.0,560000.0,790000.0,178.0,2600000.0,550000.0,19.0,10.0,,37.0,450.0,65.0,750.0,370.0
Nathalia,3638,-36.0388917,145.2038278,30127,,6.0,630000.0,218000.0,325000.0,12.0,650000.0,185000.0,,,,,,2.0,300.0,260.0
Natte Yallock,3465,-37.0550295,143.6935405,30157,,,,,,1.0,355000.0,355000.0,,,,,,,,
Navarre,3384,-36.9882754,143.0888943,30177,,1.0,429000.0,429000.0,,1.0,435000.0,435000.0,,,,,,,,
Neerim Junction,3832,-37.9211096,145.9915605,30267,,1.0,515000.0,515000.0,,,,,,,,,,,,
Neerim South,3831,-38.0093215,146.002705,30287,,3.0,849000.0,450000.0,,2.0,695000.0,420000.0,,,,,,3.0,650.0,370.0
Neilborough,3570,-36.469814,144.3904526,30297,,,,,,2.0,900000.0,430000.0,,,,,,,,
Nelson,3292,-38.0625136,141.1198886,30307,,4.0,499000.0,360000.0,462000.0,10.0,925000.0,110000.0,,,,,,1.0,365.0,365.0
Nerrena,3953,-38.4586497,146.002705,30317,,1.0,1080000.0,1080000.0,,2.0,1550000.0,1200000.0,,,,,,,,
New Gisborne,3438,-37.4618532,144.620463,30407,1200000.0,15.0,2500000.0,510000.0,783000.0,34.0,3900000.0,500000.0,,,,47.0,650.0,10.0,850.0,355.0
Newborough,3825,-38.0474021,146.2929381,30417,389000.0,40.0,820000.0,131000.0,460000.0,109.0,835000.0,125000.0,,,,22.0,345.0,18.0,400.0,300.0
Newbury,3458,-37.459275,144.3685809,30447,,2.0,2750000.0,720000.0,,3.0,2750000.0,740000.0,,,,,,1.0,460.0,460.0
Newcomb,3219,-38.176358,144.3849841,30457,613000.0,24.0,950000.0,460000.0,555000.0,34.0,690000.0,459000.0,16.0,7.0,,34.0,400.0,47.0,500.0,300.0
Newfield,3268,-38.4984954,142.9385002,30467,,1.0,580000.0,580000.0,,1.0,580000.0,580000.0,,,,,,,,
Newham,3442,-37.3324774,144.5437205,30477,,3.0,3650000.0,1400000.0,,4.0,3100000.0,1350000.0,1.0,1.0,,,,1.0,460.0,460.0
Newhaven,3925,-38.5282425,145.3862638,30487,,5.0,6000000.0,955000.0,,9.0,5000000.0,820000.0,1.0,1.0,,,,,,
Newington,3350,-37.5691087,143.8563224,30497,665000.0,10.0,1550000.0,310000.0,685000.0,20.0,1800000.0,295000.0,,,,,360.0,14.0,530.0,265.0
Newmerella,3886,-37.7514308,148.42875,30537,,1.0,780000.0,780000.0,,2.0,789000.0,419000.0,,,,,,,,
Newport,3015,-37.8352097,144.8786231,30557,1273000.0,62.0,2900000.0,656000.0,1175000.0,106.0,2750000.0,740000.0,53.0,36.0,,38.0,540.0,133.0,1500.0,230.0
Newry,3859,-37.920365,146.8985944,30577,,2.0,425000.0,390000.0,,3.0,449000.0,390000.0,1.0,1.0,,,,,,
Newstead,3462,-37.0911657,144.0630048,30587,,4.0,850000.0,633000.0,,8.0,975000.0,545000.0,,,,,,4.0,450.0,325.0
Newtown,3220,-38.155681,144.3521811,30617,1152000.0,51.0,4900000.0,515000.0,1280000.0,71.0,11000000.0,410000.0,31.0,22.0,,48.0,480.0,68.0,750.0,250.0
Nichols Point,3501,-34.678204,142.318772,30667,,3.0,805000.0,410000.0,,4.0,649000.0,33000.0,,,,,,3.0,550.0,360.0
Nicholson,3882,-37.8071978,147.7573,30677,,8.0,855000.0,529000.0,571000.0,28.0,1100000.0,497000.0,,,,,,1.0,300.0,300.0
Niddrie,3042,-37.7245197,144.8758725,30687,1300000.0,28.0,2320000.0,650000.0,1150000.0,51.0,2100000.0,600000.0,32.0,17.0,,42.0,490.0,60.0,950.0,280.0
Nilma North,3821,-38.0844084,146.002705,30717,,1.0,900000.0,900000.0,,,,,,,,,,,,
Noble Park,3174,-37.9641212,145.1762197,30827,701000.0,80.0,1200000.0,480000.0,633000.0,188.0,1350000.0,65000.0,44.0,19.0,,40.0,400.0,192.0,1695.0,250.0
Noble Park North,3174,-37.9641212,145.1762197,30847,790000.0,22.0,1226000.0,460000.0,750000.0,39.0,1200000.0,450000.0,15.0,7.0,,27.0,380.0,37.0,500.0,270.0
Noojee,3833,-37.7865626,146.0696009,30867,,2.0,540000.0,435000.0,,3.0,511000.0,435000.0,,,,,,,,
Norlane,3214,-38.0788809,144.3576473,30937,470000.0,65.0,630000.0,320000.0,460000.0,106.0,800000.0,275000.0,15.0,10.0,,32.0,320.0,86.0,510.0,245.0
North Bendigo,3550,-36.7665875,144.2920769,30997,518000.0,28.0,715000.0,350000.0,500000.0,46.0,850000.0,330000.0,,,,28.0,420.0,67.0,720.0,260.0
North Blackwood,3458,-37.459275,144.3685809,31007,,1.0,2500000.0,2500000.0,,1.0,,,1.0,1.0,,,,,,
North Geelong,3215,-38.1083132,144.3357845,31027,562000.0,15.0,900000.0,433000.0,568000.0,22.0,750000.0,279000.0,8.0,5.0,,38.0,415.0,28.0,650.0,330.0
North Melbourne,3051,-37.7983816,144.9419122,31037,1178000.0,45.0,3820000.0,530000.0,1300000.0,73.0,3825000.0,99000.0,31.0,19.0,,40.0,625.0,133.0,2000.0,320.0
North Shore,3214,-38.0788809,144.3576473,31047,,5.0,1875000.0,601000.0,,5.0,1900000.0,500000.0,1.0,1.0,,,,3.0,415.0,390.0
North Warrandyte,3113,-37.7386037,145.2148736,31077,1380000.0,16.0,2350000.0,1052000.0,1300000.0,22.0,1850000.0,850000.0,3.0,2.0,,39.0,,1.0,720.0,720.0
North Wonthaggi,3995,-38.6238593,145.6023644,31087,625000.0,23.0,1050000.0,480000.0,687000.0,44.0,1200000.0,390000.0,,,,32.0,450.0,13.0,520.0,300.0
Northcote,3070,-37.7736132,144.9997396,31107,1600000.0,88.0,4350000.0,856000.0,1550000.0,138.0,4450000.0,285000.0,85.0,53.0,,30.0,650.0,204.0,,190.0
Notting Hill,3168,-37.9211962,145.1320653,31177,1163000.0,10.0,1436000.0,735000.0,975000.0,15.0,1640000.0,325000.0,8.0,4.0,,,450.0,28.0,690.0,175.0
Nowa Nowa,3887,-37.6989476,148.0299382,31187,,,,,,3.0,850000.0,59000.0,,,,,,1.0,340.0,340.0
Nuggetty,3463,-36.9483008,143.9759139,31227,,,,,,1.0,1400000.0,1400000.0,,,,,,,,
Nulla Vale,3435,-37.2423687,144.7192376,31237,,,,,,3.0,2750000.0,1800000.0,,,,,,,,
Nullawarre,3268,-38.4984954,142.9385002,31257,,,,,,1.0,699000.0,699000.0,,,,,,,,
Numurkah,3636,-36.102425,145.5136433,31287,335000.0,33.0,695000.0,180000.0,360000.0,67.0,920000.0,180000.0,,,,55.0,,7.0,420.0,200.0
Nunawading,3131,-37.8239091,145.1762197,31307,1260000.0,23.0,2215000.0,815000.0,1050000.0,49.0,4320000.0,545000.0,22.0,13.0,,24.0,470.0,55.0,900.0,320.0
Nungurner,3909,-37.8136883,148.0299382,31337,,,,,,4.0,749000.0,350000.0,,,,,,2.0,350.0,300.0
Nyah,3594,-35.1526896,143.3582223,31397,,,,,,2.0,420000.0,222000.0,,,,,,,,
Nyah West,3595,-35.1832549,143.3366401,31437,,4.0,300000.0,14000.0,,6.0,295000.0,120000.0,,,,,,3.0,280.0,225.0
Nyerimilang,3909,-37.8136883,148.0299382,31457,,,,,,1.0,750000.0,750000.0,,,,,,,,
Nyora,3987,-38.3054452,145.6800684,31467,,7.0,1600000.0,440000.0,597000.0,22.0,2993000.0,440000.0,1.0,,,,,1.0,440.0,440.0
Oak Park,3046,-37.7044261,144.9336544,31507,885000.0,59.0,2600000.0,510000.0,780000.0,69.0,1625000.0,450000.0,34.0,24.0,,44.0,450.0,80.0,600.0,275.0
Oaklands Junction,3063,-37.5930751,144.8401227,31517,,1.0,1240000.0,1240000.0,,2.0,1150000.0,1150000.0,,,,,,,,
Oakleigh,3166,-37.9006677,145.0989646,31547,1370000.0,15.0,1985000.0,755000.0,985000.0,36.0,2500000.0,291000.0,13.0,9.0,,,510.0,61.0,1250.0,330.0
Oakleigh East,3166,-37.9006677,145.0989646,31567,1180000.0,19.0,1555000.0,645000.0,1100000.0,42.0,2300000.0,520000.0,18.0,11.0,,25.0,430.0,78.0,1300.0,200.0
Oakleigh South,3167,-37.9193474,145.0989646,31597,1177000.0,33.0,1765000.0,533000.0,1100000.0,56.0,2225000.0,635000.0,24.0,22.0,,24.0,528.0,46.0,750.0,350.0
Ocean Grove,3226,-38.2573292,144.5382417,31627,1185000.0,108.0,3800000.0,570000.0,1150000.0,202.0,5700000.0,509000.0,6.0,1.0,,38.0,550.0,62.0,2500.0,360.0
Officer,3809,-38.0673549,145.4139392,31647,700000.0,114.0,3600000.0,449000.0,674000.0,650.0,3600000.0,358000.0,,,,20.0,430.0,131.0,600.0,350.0
Officer South,3809,-38.0673549,145.4139392,31657,,4.0,930000.0,687000.0,650000.0,38.0,890000.0,450000.0,,,,,,8.0,620.0,370.0
Olinda,3788,-37.8532703,145.3751961,31667,1288000.0,10.0,1600000.0,456000.0,1100000.0,23.0,2350000.0,450000.0,,,,,,6.0,825.0,330.0
Omeo,3898,-37.022052,147.5079912,31687,,4.0,700000.0,375000.0,,3.0,650000.0,395000.0,,,,,,1.0,350.0,350.0
Ormond,3204,-37.9193526,145.0438252,31767,1850000.0,25.0,2880000.0,895000.0,1575000.0,42.0,2200000.0,790000.0,23.0,16.0,,40.0,665.0,41.0,1200.0,420.0
Orrvale,3631,-36.4324574,145.4693163,31787,,4.0,670000.0,330000.0,,6.0,850000.0,300000.0,,,,,,,,
Outtrim,3951,-38.5195374,145.7356129,31837,,,,,,1.0,3550000.0,3550000.0,,,,,,,,
Ouyen,3490,-35.3571245,141.5991643,31847,,7.0,285000.0,55000.0,153000.0,10.0,270000.0,55000.0,,,,,,2.0,320.0,220.0
Pakenham,3810,-38.0578366,145.4693163,31947,635000.0,337.0,2400000.0,340000.0,599000.0,558.0,2100000.0,77000.0,9.0,6.0,,23.0,390.0,301.0,650.0,280.0
Pakenham Upper,3810,-38.0578366,145.4693163,31977,,2.0,1065000.0,990000.0,,3.0,1035000.0,960000.0,,,,,,,,
Panmure,3265,-38.2633053,142.7455935,31997,,4.0,620000.0,250000.0,,6.0,850000.0,250000.0,1.0,1.0,,,,1.0,320.0,320.0
Panton Hill,3759,-37.6400391,145.2424941,32007,,2.0,1150000.0,950000.0,,6.0,2550000.0,820000.0,,,,,,1.0,685.0,685.0
Paradise Beach,3851,-38.2064012,147.1464245,32027,,1.0,357000.0,357000.0,430000.0,13.0,799000.0,260000.0,,,,,,,,
Park Orchards,3114,-37.7760752,145.2148736,32077,1998000.0,10.0,3008000.0,1465000.0,1768000.0,22.0,5000000.0,1460000.0,1.0,1.0,,,,,,
Parkdale,3195,-38.0005492,145.1044805,32097,1545000.0,40.0,2400000.0,615000.0,1350000.0,69.0,2700000.0,520000.0,36.0,21.0,,53.0,650.0,49.0,1300.0,310.0
Parkville,3010,-37.7962849,144.9598069,32107,,9.0,4350000.0,300000.0,2000000.0,29.0,4990000.0,295000.0,7.0,5.0,,,580.0,53.0,1600.0,85.0
Parwan,3340,-37.7356162,144.4123303,32117,,,,,,1.0,5000000.0,5000000.0,,,,,,,,
Pascoe Vale,3044,-37.7310813,144.9364069,32147,805000.0,119.0,1940000.0,480000.0,708000.0,179.0,2000000.0,220000.0,103.0,66.0,,37.0,420.0,190.0,770.0,115.0
Pascoe Vale South,3044,-37.7310813,144.9364069,32177,1258000.0,40.0,1860000.0,727000.0,1025000.0,66.0,2400000.0,100000.0,47.0,23.0,,40.0,480.0,82.0,880.0,300.0
Patchewollock,3491,-35.394936,142.1063337,32217,,3.0,215000.0,25000.0,,4.0,270000.0,79000.0,,,,,,,,
Patterson Lakes,3197,-38.0742262,145.1431018,32277,1400000.0,24.0,3520000.0,740000.0,1200000.0,45.0,3450000.0,640000.0,7.0,5.0,,51.0,650.0,25.0,1600.0,350.0
Paynesville,3880,-37.9215501,147.7573,32307,490000.0,52.0,1385000.0,250000.0,540000.0,68.0,1415000.0,250000.0,1.0,,,58.0,400.0,17.0,1015.0,300.0
Pearcedale,3912,-38.2242212,145.2148736,32327,930000.0,13.0,1668000.0,605000.0,875000.0,20.0,1600000.0,580000.0,2.0,1.0,,14.0,,4.0,550.0,410.0
Pennyroyal,3235,-38.455233,143.9324048,32387,,1.0,1995000.0,1995000.0,,1.0,1995000.0,1995000.0,,,,,,1.0,700.0,700.0
Penshurst,3289,-37.8854097,142.318772,32407,,1.0,270000.0,270000.0,,3.0,325000.0,160000.0,,,,,,1.0,284.0,284.0
Peterborough,3270,-38.5949819,142.8793838,32517,,4.0,800000.0,600000.0,,6.0,1925000.0,580000.0,1.0,1.0,,,,5.0,850.0,380.0
Pheasant Creek,3757,-37.4666309,145.1596592,32567,,1.0,2100000.0,2100000.0,,1.0,1950000.0,1950000.0,,,,,,1.0,520.0,520.0
Piangil,3597,-34.9071543,143.1749726,32617,,3.0,300000.0,125000.0,,1.0,200000.0,200000.0,,,,,,,,
Picola,3639,-35.9921604,145.005249,32647,,1.0,125000.0,125000.0,,1.0,125000.0,125000.0,,,,,,,,
Pioneer Bay,3984,-38.3114378,145.5579927,32817,,2.0,623000.0,480000.0,,4.0,570000.0,480000.0,,,,,,1.0,340.0,340.0
Plenty,3090,-37.670486,145.1099967,32887,,7.0,2750000.0,1125000.0,1598000.0,14.0,3250000.0,630000.0,,,,,,1.0,750.0,750.0
Plumpton,3335,-37.7143753,144.6753231,32897,,,,,639000.0,130.0,916000.0,449000.0,,,,,,1.0,450.0,450.0
